i,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11
2163,511161,447427,1020765,899034,433102,267150,139490,275563,785410,99942,802156,301171
2164,20643,344941,601908,62604,535551,307364,493849,571085,562428,115700,223278,379503
2165,545544,820357,972325,781591,423160,915619,1020266,477825,298645,756896,424035,109165
2166,798070,116206,736670,1025471,830985,825349,453499,892886,881579,327352,408426,1013871
2167,972761,782117,392850,756250,12167,548992,704974,24292,114928,133256,875110,594933
2168,482654,751524,72560,880363,1009984,76808,219126,1023966,1024439,642405,925908,196957
2169,14762,182447,990841,923630,270290,1022421,522808,154955,673846,97436,987004,1023236
2170,48706,775195,542013,944338,457838,240189,236853,227612,640703,597736,767272,421068
2171,1021806,719318,48196,765640,94759,1004755,800738,138568,438717,795904,369570,636767
2172,826163,362037,942988,750101,552221,755021,41913,83190,760249,738612,183081,132566
2173,198555,444056,282238,1045364,163651,764096,793692,848527,623642,1037309,265431,481589
2174,730557,98351,293365,771868,141958,910205,858463,122185,659828,589539,854875,382333
2175,245378,92577,85586,688245,122003,337786,234571,253449,924286,735130,464224,604684
2176,363707,926855,767731,869847,600425,73166,82937,218809,541812,446741,59346,651261
2177,235915,987966,450728,541320,434194,880796,43811,732384,95080,603669,394932,132754
2178,54666,597754,38808,952779,657642,396110,189888,413564,534618,35719,916561,1038796
2179,665463,978022,89,198299,203628,711187,429736,866891,678347,145069,178758,190416
2180,583101,259593,125253,379871,491559,89348,73730,942722,621292,508344,113574,7059
2181,803667,382154,902306,102833,858953,1031268,801990,55726,325782,340665,214671,306869
2182,789504,122917,1042794,1000806,955818,142931,151174,159664,355384,371843,176592,452978
2183,168368,287087,548270,88585,714496,986593,833025,908199,616718,68459,418908,820506
2184,87151,536880,1033954,388505,335368,20782,418152,826856,998372,314722,57325,759673
2185,795427,1015921,132763,521088,572669,99819,87309,627881,612253,901409,440211,656687
2186,137993,87253,583088,168774,157391,478309,245472,169839,438108,351167,714601,138745
2187,539437,466717,114681,601640,981759,1043426,997048,1022606,899973,491556,670093,10692
2188,608603,658999,850981,923159,292121,334844,493132,568072,336155,683830,676656,29585
2189,337742,376224,433870,10346,935305,583575,722405,262854,950191,215722,114431,822778
2190,896636,256385,482228,970782,631004,263938,440110,1020800,26598,727632,9964,356101
2191,606141,958469,768768,850957,663178,95244,996359,490542,98900,285233,319094,236211
2192,1002256,528516,353373,780446,1024392,575987,586612,142440,726674,491389,485587,418922
2193,28083,471660,474929,254609,703083,505967,6875,54001,819519,1026923,395403,819730
2194,808061,848823,619324,798912,137288,879353,580807,487156,1013329,730805,86088,331632
2195,958442,479003,167626,397531,880042,388109,127989,94079,94230,605146,600865,785047
2196,307736,277129,858280,263417,367393,587311,859877,168202,809150,145825,945943,863403
2197,538840,492300,217346,772961,691135,771665,15848,13161,122510,614123,393541,169932
2198,365429,674371,96940,198317,324086,870029,234907,471838,204616,278823,377528,616539
2199,989503,862218,184481,193310,759746,425350,604958,318983,927638,421980,99575,476393
2200,476690,442272,631738,670897,358392,888775,1012593,291101,733190,939155,966032,280684
2201,734300,45112,111438,930572,294270,816578,664193,907583,33193,70281,751387,767191
2202,83318,91605,478347,326711,236386,385400,437337,718970,562264,167908,1019522,740514
2203,223650,362176,1012001,139111,859346,251465,756773,755299,449384,643980,998431,293938
2204,276128,601108,397281,220447,834994,683734,308208,621503,789704,790397,751595,614147
2205,567374,615783,456240,32295,567403,988908,333066,207872,237684,960600,23287,167858
2206,597804,34176,702962,978075,959046,658929,663178,613724,325271,578693,646059,255976
2207,405003,671223,967416,606934,660919,55650,704606,691914,829493,618895,508566,852175
2208,187299,88300,617910,768449,953015,885526,969796,501434,511317,287351,348451,77721
2209,708017,1003548,687228,1026136,251847,231113,148317,407804,802375,703800,832776,800431
2210,448930,144844,692378,736121,219417,723071,637044,656929,132101,1006832,156724,212897
2211,1045355,666087,673500,762363,593442,151089,953485,419682,722204,1038605,391272,478876
2212,67947,256268,279693,214514,216054,770351,150409,207970,275854,120175,685867,287807
2213,194893,222762,632457,348147,204649,805678,76566,830507,946332,1020967,149282,660397
2214,487584,364565,354527,334328,543779,689669,722142,669305,909018,359448,712239,772695
2215,904825,173995,594796,886893,163423,730701,582120,572779,905094,370428,218261,658578
2216,781907,169293,658919,893777,843542,1018405,259266,156992,678612,262075,158811,19691
2217,506237,675202,753428,402580,750275,551876,1816,85983,899664,50913,913841,979106
2218,937612,992726,336554,586037,525536,495296,874159,941794,330779,860659,143037,150139
2219,417881,95788,934058,481056,739883,894590,726239,763520,4349,944097,205572,630637
2220,722171,496309,355020,329170,350500,138134,125349,69861,115379,942640,118650,840991
2221,875331,406012,619840,611165,318661,1043307,609897,119529,717830,748211,292745,40954
2222,282103,400026,217486,478692,189320,712787,150886,252705,182442,556114,426408,468288
2223,229340,605015,349116,910585,174093,133956,866913,633751,234069,660156,433232,986904
2224,710463,286156,166189,779517,25290,137902,378017,331297,948395,716149,883357,867189
2225,297282,134211,983066,764237,710490,299417,554119,951796,766664,88197,956214,577059
2226,935740,788015,474596,424135,1004819,884457,595025,993376,455731,290571,816976,597181
2227,3884,878563,409869,133999,581416,68109,649525,357374,912797,336925,284509,625646
2228,131958,764422,161228,868955,97835,680874,881304,355229,776581,116647,863766,515425
2229,694417,119866,130076,103799,71000,647357,716161,945066,1005805,1044022,482875,656635
2230,236710,57812,586451,474421,689206,899555,309398,370160,153132,252200,944837,1048234
2231,48327,38500,621841,988774,7604,564495,665025,672064,363045,805330,968905,892337
2232,734717,918522,311104,607650,556209,356448,410515,676935,964718,260755,550333,447527
2233,29436,442777,21103,517752,836349,777633,671080,59326,193535,517456,311301,988100
2234,1045805,816772,46237,84951,666148,432381,48600,824771,241158,59025,843064,683445
2235,136613,134122,819146,987765,621492,511164,934806,758712,1020360,81063,631298,217475
2236,124848,264662,454452,384776,1042473,45958,327309,678915,764090,1011980,55571,808116
2237,345099,549196,845724,987003,227176,611090,143092,120098,542959,877915,808149,296075
2238,117822,17107,562855,554437,381529,466713,360960,898517,1018066,883036,575449,456836
2239,547652,822906,157314,784466,52339,225422,1009634,29520,1046128,45724,593431,984916
2240,564514,423138,944554,789111,487968,53266,154537,117350,758888,945223,816805,1009105
2241,842429,537773,286333,443494,295554,373249,777195,942323,284242,838950,558142,69117
2242,355128,827593,828469,999363,285628,42912,17545,224403,220594,840626,394985,507739
2243,305908,57532,332808,148085,347496,761685,106668,1001969,851921,661542,998717,288711
2244,885152,340664,34192,262247,648246,635172,466074,764425,602440,1005036,487025,1019414
2245,362926,1035542,346899,920071,724928,545449,950450,882637,768071,547528,582496,919315
2246,168608,930196,564229,378901,578728,964316,602447,622267,338559,701696,739782,470145
2247,741065,90001,592782,612124,441443,988513,665551,642092,998535,733440,1006330,365069
2248,97207,732383,441832,700659,864345,299827,324329,425546,529066,331742,364679,219338
2249,636015,775026,317985,600908,880380,449712,927433,316656,276012,420811,1002336,41400
2250,503874,1026825,430574,979505,582958,987596,174948,363274,125287,958296,669793,996282
2251,395972,610703,511097,572024,565218,317510,514020,722750,178502,774763,789107,41503
2252,755937,426855,1013471,919366,932911,107610,40970,57431,406591,1006103,728009,405277
2253,635987,766007,619499,906260,164959,487566,626842,843696,132662,888464,665579,409803
2254,430916,63427,952923,736812,723968,287491,324912,737366,1041202,463881,1030254,142158
2255,614644,232871,837102,293298,628719,552508,326642,4463,979969,318652,29154,798117
2256,933518,698528,270000,479340,876842,705148,118530,657652,401680,295656,1034926,561411
2257,466494,85527,89652,687543,781581,11437,470847,900830,437055,51065,495376,188130
2258,759992,923120,422200,228288,847572,625095,586024,373344,864281,496712,962847,785092
2259,513851,102226,141784,60893,358661,206638,890143,12944,1017933,823688,330876,182874
2260,401370,389232,140966,783352,836641,855261,612180,312924,731600,915746,424658,905974
2261,918155,908766,957042,712535,955739,137130,118621,689529,795022,726726,827721,463117
2262,499558,915611,423579,577645,614073,200113,477204,702217,368660,405279,970852,84898
2263,904132,573385,856630,477599,903256,299552,209318,291271,26090,522295,813989,825614
2264,135970,304391,188672,151686,226711,124600,467535,147224,474864,899868,124626,555658
2265,864890,759623,729866,972344,438703,661818,852130,315710,892236,539884,638903,225597
2266,483773,969232,888967,1021940,15438,344897,226476,818387,869736,1007215,815866,464839
2267,223544,457146,100419,784038,94354,530434,807702,76324,1047965,259179,903020,674888
2268,572638,1045385,936634,702328,67214,429474,164412,222565,441810,427460,29034,350709
2269,520969,993303,844522,400290,125587,690844,46527,504146,663325,912179,99231,977519
2270,140679,114924,493333,4402,35800,222389,233784,978182,956989,551933,933678,340116
2271,104929,1040257,525708,802843,570483,570153,96440,644872,74962,352613,715243,277334
2272,412806,218146,98550,33269,694386,473194,703392,294470,617329,228651,904861,404234
2273,256511,353242,770431,925081,887641,1016331,313234,208000,17279,292879,259189,853505
2274,459932,1038134,42247,758996,544456,91652,554158,1038792,628613,804209,58871,418647
2275,900338,701349,1011572,182508,106986,407174,537303,367407,1522,758129,724119,245777
2276,832686,1000742,580376,839550,177732,956413,614028,35306,711332,960239,1020399,788749
2277,455538,22778,604716,212787,328345,519005,66997,419260,568468,907422,541934,40015
2278,193507,507862,213468,621157,455231,901533,897231,445312,178300,135005,339700,177205
2279,676154,788731,588361,816897,327992,1038348,531406,168325,450538,338024,937138,1046773
2280,539131,934309,794573,838581,114154,912449,500499,236353,631690,485809,386464,535511
2281,576719,29401,37500,98876,1040618,426065,133367,150129,497335,960986,1004263,1040276
2282,722306,219968,146167,110152,1029612,586294,728767,626138,94770,56849,374799,544578
2283,892059,626417,453209,977216,646354,284277,244598,490051,238637,578664,886913,606957
2284,743436,1031190,383112,259324,349051,138520,366614,775678,799995,789269,887393,94492
2285,606401,977766,561066,870761,279169,1039931,194470,471991,109601,538027,970977,281070
2286,604841,682572,679720,949957,280022,820713,92336,211683,942940,257276,1008703,521618
2287,143083,963388,120389,959189,662308,63914,613702,934080,805813,467820,999476,269237
2288,147695,525803,751376,418747,23909,38226,50693,1007561,823398,211540,117528,504936
2289,485477,493682,914708,806319,843370,682185,112640,141578,608831,226594,834992,649253
2290,103113,55097,104350,75707,318931,345771,866001,663372,943349,338004,967697,32193
2291,956837,11783,509556,902770,853475,304899,355653,521947,778982,461235,924235,847743
2292,813476,889801,495174,500781,552948,913158,25618,428797,550269,1023905,670473,754372
2293,954074,222658,609274,560253,266658,427136,693048,811034,941165,82922,707606,184925
2294,177614,578120,584081,120423,287315,962747,724519,881781,905262,152380,559735,105639
2295,1030219,972533,813471,818194,774906,242361,229128,850082,785464,143509,567163,480239
2296,144681,646656,187461,1038572,251928,376281,198635,403391,557449,29212,851066,779193
2297,542157,703386,361493,18290,927501,792473,660662,561496,248782,768269,706804,851538
2298,830653,944374,365787,1009871,1019371,340767,619922,978670,995607,309952,556521,583954
2299,652774,635864,509391,658157,376795,196482,145240,855162,1011652,493049,130297,1044488
2300,1020067,138249,747992,712176,129667,674220,541857,225438,461831,680848,854096,24473
2301,651093,387938,961603,710434,491486,343004,479183,636241,207013,800092,375144,821320
2302,577237,234376,903484,931195,444910,177941,42484,810404,231541,505198,309943,947103
2303,833787,119149,387465,637668,558755,693061,268988,685118,188725,394838,928353,128603
2304,614838,767306,166298,394875,37073,817609,354455,147878,173317,236942,832220,319884
2305,943005,709072,68467,379373,261541,519732,806612,887557,648826,84761,247573,474470
2306,893608,103278,625809,606309,531845,511493,256970,552793,1007199,981461,42235,55556
2307,66852,757109,527397,301448,477026,887693,791061,631655,762975,357765,785136,472043
2308,563764,410815,779384,354004,1043563,206157,373504,886050,826517,730491,264605,429731
2309,336737,567832,1032256,598473,236337,281697,297760,1037184,1048447,539122,37500,306018
2310,368841,659058,772315,1015757,301351,736449,779519,436875,4381,853938,15275,37720
2311,686751,654037,86019,531631,72023,321286,499965,68269,1000703,124871,957971,983576
2312,866396,47144,636892,392349,517312,315218,633658,132823,700883,491260,48041,804196
2313,427617,965150,391536,916359,792454,385110,1007360,26907,835782,996499,758001,106710
2314,48178,10293,603114,447200,454293,197938,598100,233353,344157,398668,180956,50134
2315,68702,809360,55960,544295,965946,125564,38431,759558,61274,850492,552552,321066
2316,847784,125616,605291,540224,315580,714218,1010207,977348,444038,1017124,662111,707395
2317,108771,870471,869729,768692,415362,435899,917635,955148,618461,657549,509506,132105
2318,21815,774179,904475,815166,896300,261273,867989,83771,614434,854591,447938,237261
2319,389524,697877,1010532,893813,1040345,947870,694193,440962,927316,785988,606094,789050
